id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
tm958688,Love Me Instead,MOVIE,"One day, Sedat, who works as a prison guard in Konya, is given the duty to take one of the prisoners, Musa, to his hometown. Musa does not intend to return until he finds out why his daughter was killed.",2021,NR,124,drama,TR,0.0,7.0,2472.0,21.397,6.6,Sarp Akkaya,"drama One day, Sedat, who works as a prison guard in Konya, is given the duty to take one of the prisoners, Musa, to his hometown. Musa does not intend to return until he finds out why his daughter was killed. TR MOVIE NR Sarp Akkaya"
ts273275,Marriage Or Mortgage,SHOW,"Married or single, we've all heard it. ""You could buy a house for the price of that wedding!"" But have you ever stopped to think, what if you actually did? In the Marriage or Mortgage, a wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?",2021,TV-G,40,reality,US,1.0,5.1,433.0,3.157,10.0,Nichole Holmes,"reality Married or single, we've all heard it. ""You could buy a house for the price of that wedding!"" But have you ever stopped to think, what if you actually did? In the Marriage or Mortgage, a wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home? US SHOW TV-G Nichole Holmes"
tm1150727,Kapil Sharma: I'M Not Done Yet,MOVIE,"From the liquid courage behind his tweets to the sobering realities of making it in Mumbai, Kapil's pouring his heart out — with a heavy glug of humor.",2022,R,54,comedy,IN,0.0,6.9,3950.0,2.298,7.8,Kapil Sharma,"comedy From the liquid courage behind his tweets to the sobering realities of making it in Mumbai, Kapil's pouring his heart out — with a heavy glug of humor. IN MOVIE R Kapil Sharma"
tm990972,The Last Paradiso,MOVIE,"In 1950s Italy, a farmer's dream of improving workers’ living conditions collapses when he falls for a landowner's daughter. Based on true events.",2021,NR,107,drama romance,IT,0.0,5.7,1302.0,15.28,6.0,Riccardo Scamarcio,"drama romance In 1950s Italy, a farmer's dream of improving workers’ living conditions collapses when he falls for a landowner's daughter. Based on true events. IT MOVIE NR Riccardo Scamarcio"
ts320407,The Future Diary,SHOW,"The Future Diary is a love diary of events that will happen in the future. Two people who have never met before are cast to live out a romantic storyline by following a diary that is handed to them. Their semi-fictional exchange, based on the casts' own words, takes them through an experience that could ultimately influence how they view one another. Will the adventure lead to real romance? A reboot of the legendary romance reality series that made 20 years ago starts from December 14, 2021.",2021,TV-PG,33,reality romance,JP,2.0,7.9,97.0,4.84,8.0,Maai Nakasone,"reality romance The Future Diary is a love diary of events that will happen in the future. Two people who have never met before are cast to live out a romantic storyline by following a diary that is handed to them. Their semi-fictional exchange, based on the casts' own words, takes them through an experience that could ultimately influence how they view one another. Will the adventure lead to real romance? A reboot of the legendary romance reality series that made 20 years ago starts from December 14, 2021. JP SHOW TV-PG Maai Nakasone"
tm1013111,1000 Miles From Christmas,MOVIE,"A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit.",2021,NR,102,comedy romance family fantasy,ES,0.0,5.7,1483.0,44.986,6.3,Tamar Novas,"comedy romance family fantasy A Christmas tale, a romantic comedy and the story of a man in his 30s who learns reluctantly to get carried away by the Christmas spirit. ES MOVIE NR Tamar Novas"
ts293346,Race: Bubba Wallace,SHOW,Follows the NASCAR driver Bubba Wallace as he competes for the 23XI Racing team.,2022,TV-MA,47,documentation sport,US,1.0,5.9,402.0,4.274,5.7,Bubba Wallace,documentation sport Follows the NASCAR driver Bubba Wallace as he competes for the 23XI Racing team. US SHOW TV-MA Bubba Wallace
tm1073802,Mimi,MOVIE,"An aspiring actress in a small town in Rajasthan agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes an unexpected turn when they refuse to have the child anymore.",2021,NR,132,comedy drama,IN,0.0,6.53,24675.55,7.415,7.2,Kriti Sanon,"comedy drama An aspiring actress in a small town in Rajasthan agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes an unexpected turn when they refuse to have the child anymore. IN MOVIE NR Kriti Sanon"
tm1063013,The Father Who Moves Mountains,MOVIE,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",2021,PG-13,108,thriller drama,RO SE,0.0,5.5,3385.0,37.828,6.0,Adrian Titieni,"thriller drama Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad. RO SE MOVIE PG-13 Adrian Titieni"
tm1039422,Nail Bomber: Manhunt,MOVIE,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",2021,NR,72,crime documentation history,GB,0.0,6.3,2086.0,9.316,6.4,Tony Blair,"crime documentation history This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win. GB MOVIE NR Tony Blair"
tm859256,Red,MOVIE,"When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case.",2021,NR,146,drama,IN,0.0,6.53,24675.55,3.261,7.8,Ram Pothineni,"drama When civil engineer Siddharth is arrested for a murder on the basis of a pictorial evidence, cops discover his lookalike Aditya and realize they have only 48 hours to solve the case. IN MOVIE NR Ram Pothineni"
tm1001267,Secret Magic Control Agency,MOVIE,"The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.",2021,NR,104,fantasy comedy family animation,RU US,0.0,6.2,3948.0,68.203,7.2,Valery Smekalov,"fantasy comedy family animation The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House. RU US MOVIE NR Valery Smekalov"
tm1111717,Lol Surprise: The Movie,MOVIE,Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,2021,G,47,animation,US,0.0,6.53,24675.55,143.79,6.9,Ayla Rae Neal,animation Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure. US MOVIE G Ayla Rae Neal
tm1082515,Untold: Caitlyn Jenner,MOVIE,Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,2021,R,69,documentation sport,US,0.0,6.4,2384.0,6.613,6.6,Caitlyn Jenner,documentation sport Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful. US MOVIE R Caitlyn Jenner
tm876997,Most Eligible Bachelor,MOVIE,"Akhil and Pooja have a love story with a touch of comedy, where they confront their ideas of married life.",2021,NR,170,drama romance,IN,0.0,6.4,3125.0,5.054,5.7,Akhil Akkineni,"drama romance Akhil and Pooja have a love story with a touch of comedy, where they confront their ideas of married life. IN MOVIE NR Akhil Akkineni"
tm1118234,Lords Of Scam,MOVIE,This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another.,2021,R,105,documentation crime,FR,0.0,6.3,568.0,14.637,6.8,Marco Mouly ,documentation crime This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another. FR MOVIE R Marco Mouly 
tm1102226,"My Brother, My Sister",MOVIE,"When their father's will forces them to live together, siblings Nik and Tesla — and Tesla's kids — try to overcome their differences to become a family.",2021,NR,110,drama,IT,0.0,6.0,882.0,21.477,6.5,Alessandro Preziosi,"drama When their father's will forces them to live together, siblings Nik and Tesla — and Tesla's kids — try to overcome their differences to become a family. IT MOVIE NR Alessandro Preziosi"
tm876083,Xtreme,MOVIE,"Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",2021,NR,111,thriller fantasy action crime drama,ES,0.0,5.8,4273.0,63.602,6.6,Óscar Jaenada,"thriller fantasy action crime drama Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother. ES MOVIE NR Óscar Jaenada"
tm1038364,Ghost Lab,MOVIE,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021,NR,117,horror thriller drama,TH,0.0,5.2,1367.0,74.789,6.5,Thanapob Leeratanakajorn,"horror thriller drama After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist. TH MOVIE NR Thanapob Leeratanakajorn"
tm1131374,Carolin Kebekus: The Last Christmas Special,MOVIE,"One of the biggest comedians in Germany, Carolin Kebekus, mixes festive nostalgia and social commentary with her signature edgy wit to poke fun and challenge 'the most wonderful time of the year'.",2021,NR,66,comedy,[],0.0,4.7,97.0,2.394,5.3,Carolin Kebekus,"comedy One of the biggest comedians in Germany, Carolin Kebekus, mixes festive nostalgia and social commentary with her signature edgy wit to poke fun and challenge 'the most wonderful time of the year'. [] MOVIE NR Carolin Kebekus"
tm1116525,Just Short Of Perfect,MOVIE,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",2021,NR,94,romance comedy,BR,0.0,5.3,952.0,21.333,6.2,Juliana Paes,"romance comedy A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart? BR MOVIE NR Juliana Paes"
ts310628,Maverix,SHOW,"Six young motocross riders come together to form a team, to make the national titles, or crash out trying. But the biggest win of all might be the friends they make for life.",2022,NR,23,sport family,AU,1.0,8.4,31.0,2.88,6.79,Darcy Tadich,"sport family Six young motocross riders come together to form a team, to make the national titles, or crash out trying. But the biggest win of all might be the friends they make for life. AU SHOW NR Darcy Tadich"
tm1119172,Puff: Wonders Of The Reef,MOVIE,A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.,2021,PG,59,documentation family,AU US,0.0,7.1,743.0,32.746,7.7,Rose Byrne,documentation family A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef. AU US MOVIE PG Rose Byrne
ts286218,The Rational Life,SHOW,"Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man?",2021,NR,45,drama romance,CN,1.0,8.1,445.0,34.576,9.0,Qin Lan,"drama romance Shen Ruo Xin is a thirty-something professional who decides to take a stand against unfair societal expectations At her workplace she finds herself drawn  to two different  men - one  her trusted, younger assistant, the other her bachelor boss.  Knowing she is considered a 'leftover woman' weighs heavily on her.  Will  she opt to marry the man society deems appropriate, or will she listen to her heart and screw up the courage to pursue a romance with the younger man? CN SHOW NR Qin Lan"
tm1049265,My Wonderful Life,MOVIE,"Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience.",2021,NR,99,drama romance comedy,PL,0.0,5.8,540.0,4.601,4.9,Agata Buzek,"drama romance comedy Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience. PL MOVIE NR Agata Buzek"
tm1152224,Love Tactics,MOVIE,"An ad executive and a fashion designer-blogger don't believe in love, so they place a bet to make the other fall head over heels - with unusual tactics.",2022,NR,97,romance,TR,0.0,5.1,3436.0,90.856,6.8,Demet Özdemir,"romance An ad executive and a fashion designer-blogger don't believe in love, so they place a bet to make the other fall head over heels - with unusual tactics. TR MOVIE NR Demet Özdemir"
tm1001095,Roohi,MOVIE,Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But there’s an insidious spirit following them with feet turned backwards.,2021,NR,134,comedy horror,IN,0.0,4.4,9912.0,2.615,4.9,Rajkummar Rao,comedy horror Roohi is set in a fictional town of North India. The film revolves around two small-town boys Bhaura and Kattanni who are stuck in a forest with Roohi. But there’s an insidious spirit following them with feet turned backwards. IN MOVIE NR Rajkummar Rao
ts257873,Dive Club,SHOW,"Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.",2021,TV-PG,0,drama family,AU,1.0,6.2,789.0,10.559,7.9,Georgia-May Davis,"drama family Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town. AU SHOW TV-PG Georgia-May Davis"
ts296201,Elize Matsunaga: Once Upon A Crime,SHOW,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",2021,TV-MA,49,crime documentation,BR,1.0,5.9,2088.0,4.902,6.4,Eliza Capai,"crime documentation The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case. BR SHOW TV-MA Eliza Capai"
tm977620,Asakusa Kid,MOVIE,"In 1965, Takeshi Kitano drops out of a university and enters the Asakusa France Za, which is a performance theater. He becomes an apprentice to Senzaburo Fukami, who is a legendary entertainer. Senzaburo Fukami demands that Takeshi Kitano keep the mindset of an entertainer, not only on stage, but also in his daily life. Takeshi Kitano cultivates his dream of becoming an entertainer with other apprentices. Due to the popularity of TV, people attend the theater less and less, but Takeshi Kitano spends his youthful days with Senzaburo Fukami and other apprentices who are full of talent and unique personalities.",2021,NR,123,drama,JP,0.0,7.1,1090.0,16.881,6.9,Yuya Yagira,"drama In 1965, Takeshi Kitano drops out of a university and enters the Asakusa France Za, which is a performance theater. He becomes an apprentice to Senzaburo Fukami, who is a legendary entertainer. Senzaburo Fukami demands that Takeshi Kitano keep the mindset of an entertainer, not only on stage, but also in his daily life. Takeshi Kitano cultivates his dream of becoming an entertainer with other apprentices. Due to the popularity of TV, people attend the theater less and less, but Takeshi Kitano spends his youthful days with Senzaburo Fukami and other apprentices who are full of talent and unique personalities. JP MOVIE NR Yuya Yagira"
tm1045603,The House Of Flowers: The Movie,MOVIE,The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,2021,R,86,drama comedy,MX,0.0,5.5,836.0,37.753,8.2,Cecilia Suárez,drama comedy The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance. MX MOVIE R Cecilia Suárez
tm1161223,Cat Burglar,MOVIE,"In this edgy, over-the-top, interactive trivia toon, answer correctly to help Rowdy the Cat evade Peanut the Security Pup to steal some prized paintings.",2022,PG-13,12,animation,IE GB,0.0,6.9,24675.55,5.091,5.9,Alan Lee,"animation In this edgy, over-the-top, interactive trivia toon, answer correctly to help Rowdy the Cat evade Peanut the Security Pup to steal some prized paintings. IE GB MOVIE PG-13 Alan Lee"
ts282876,"Nevenka, Breaking The Silence",SHOW,"The story of the first sexual harassment case in Spain was a scandal. Nevenka Fernández, its protagonist, discusses it in this documentary.",2021,TV-14,38,documentation crime,ES,1.0,6.9,658.0,1.785,8.0,Nevenka Fernandez,"documentation crime The story of the first sexual harassment case in Spain was a scandal. Nevenka Fernández, its protagonist, discusses it in this documentary. ES SHOW TV-14 Nevenka Fernandez"
ts331449,Hei$T: The Great Robbery Of Brazil'S Central Bank,SHOW,"In August 2005, through a tunnel almost 80 meter long, thiefs invaded the bank vault of Brazil's Central Bank in Fortaleza and stole over 160 milions reais, ou or nealy 3,5 tons of cash. This documenty explores that spectacular and historic heist.",2022,TV-14,61,documentation crime,BR,1.0,6.3,193.0,6.837,5.0,Rodrigo Astiz,"documentation crime In August 2005, through a tunnel almost 80 meter long, thiefs invaded the bank vault of Brazil's Central Bank in Fortaleza and stole over 160 milions reais, ou or nealy 3,5 tons of cash. This documenty explores that spectacular and historic heist. BR SHOW TV-14 Rodrigo Astiz"
tm989672,Creating The Queen'S Gambit,MOVIE,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life.",2021,PG-13,14,documentation,US,0.0,6.9,577.0,14.162,7.9,Anya Taylor-Joy,"documentation A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life. US MOVIE PG-13 Anya Taylor-Joy"
tm975741,Octonauts: The Ring Of Fire,MOVIE,"In this film's adventure, a volcano erupts suddenly, suddenly awakening the Pacific Ocean floor of hundreds of volcanoes composed of the ""ring of fire"", this sudden event quickly turned into a global catastrophe.  The volcanic clusters that are about to erupt en masse threaten the horned whales washed ashore by the tsunami, the cap penguins living in the volcanic islands, the equipment of the small column maintenance station, the food planted by plant fish in the marine farms... Not to mention the plants and animals that live in the crater all year after year!",2021,G,72,animation,CN GB,0.0,6.5,126.0,2.825,5.7,Simon Greenall,"animation In this film's adventure, a volcano erupts suddenly, suddenly awakening the Pacific Ocean floor of hundreds of volcanoes composed of the ""ring of fire"", this sudden event quickly turned into a global catastrophe.  The volcanic clusters that are about to erupt en masse threaten the horned whales washed ashore by the tsunami, the cap penguins living in the volcanic islands, the equipment of the small column maintenance station, the food planted by plant fish in the marine farms... Not to mention the plants and animals that live in the crater all year after year! CN GB MOVIE G Simon Greenall"
tm1054462,The Land,MOVIE,"In contemporary Poland, people from different social classes face apparently common situations that end up making them mad.",2021,NR,103,drama comedy,PL,0.0,6.1,444.0,1.332,5.2,Krzysztof Stroiński,"drama comedy In contemporary Poland, people from different social classes face apparently common situations that end up making them mad. PL MOVIE NR Krzysztof Stroiński"
ts287729,Alma Matters: Inside The Iit Dream,SHOW,"In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult.",2021,TV-MA,51,drama documentation,IN,1.0,8.3,2323.0,2.433,9.0,Shubham Agarwal,"drama documentation In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult. IN SHOW TV-MA Shubham Agarwal"
tm1101878,Honey Girls,MOVIE,"Mega pop star, Fancy G, hosts a contest to find the next big solo artist. But the young contestants realize they are ""better together"" and secretly form a band called Honey Girls and become a huge hit cloaked in mystery.",2021,PG,90,family music comedy,US,0.0,5.0,154.0,9.388,5.1,Ashanti,"family music comedy Mega pop star, Fancy G, hosts a contest to find the next big solo artist. But the young contestants realize they are ""better together"" and secretly form a band called Honey Girls and become a huge hit cloaked in mystery. US MOVIE PG Ashanti"
ts267062,Jiva!,SHOW,"A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.",2021,TV-MA,38,drama,ZA,1.0,5.5,263.0,12.93,7.9,Noxolo Dlamini,"drama A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams. ZA SHOW TV-MA Noxolo Dlamini"
tm986017,Gatao: The Last Stray,MOVIE,"A Qing encounters the photographer Xiao Qi at the full moon banquet of the daughter of the big brother Ren Ge at the corner of the Beiguan. They fall in love with each other. But, sadly, they aren't able to stay together at the end.",2021,NR,120,crime action drama romance,TW,0.0,5.9,244.0,6.862,4.5,Cheng Jen-Shuo,"crime action drama romance A Qing encounters the photographer Xiao Qi at the full moon banquet of the daughter of the big brother Ren Ge at the corner of the Beiguan. They fall in love with each other. But, sadly, they aren't able to stay together at the end. TW MOVIE NR Cheng Jen-Shuo"
tm1037704,Resort To Love,MOVIE,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,2021,PG,101,comedy romance,US,0.0,5.7,5586.0,62.295,7.3,Christina Milian,comedy romance Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown. US MOVIE PG Christina Milian
tm1027639,Annaatthe,MOVIE,"Kaaliyan is a village president in the Madurai district, who is fondly called Annaatthe. His nieces compete with each other to marry him. But, he falls in love with another woman who visits their village. Kaaliyan has a sister who gets married and shifts to Kolkata where she faces some unknown threats. Soon, her brother comes to her aid.",2021,NR,163,drama action comedy,IN,0.0,4.6,9400.0,6.2,7.4,Rajinikanth,"drama action comedy Kaaliyan is a village president in the Madurai district, who is fondly called Annaatthe. His nieces compete with each other to marry him. But, he falls in love with another woman who visits their village. Kaaliyan has a sister who gets married and shifts to Kolkata where she faces some unknown threats. Soon, her brother comes to her aid. IN MOVIE NR Rajinikanth"
tm997608,Hate By Dani Rovira,MOVIE,An uncensored monologue by Dani Rovira about today's society.,2021,PG-13,82,comedy,ES,0.0,6.7,419.0,16.035,7.4,Dani Rovira,comedy An uncensored monologue by Dani Rovira about today's society. ES MOVIE PG-13 Dani Rovira
tm1001619,Man In Love,MOVIE,"A-Cheng collects debts for a gangster and doesn't skimp on violence, but he can also be merciful to those who deserve it. He has a crush on Hao-ting, the daughter of one of the debtors, but he only knows the underworld and so embarks on a clumsy and primitive courtship that includes reducing the girl's debts in exchange for pity dates. But when Hao-ting catches a glimpse of the good in him, the clouds of melodrama thicken and A-Cheng is forced to come to terms with the real nature of his work.",2021,NR,115,romance drama,TW,0.0,6.9,1623.0,7.442,7.3,Roy Chiu,"romance drama A-Cheng collects debts for a gangster and doesn't skimp on violence, but he can also be merciful to those who deserve it. He has a crush on Hao-ting, the daughter of one of the debtors, but he only knows the underworld and so embarks on a clumsy and primitive courtship that includes reducing the girl's debts in exchange for pity dates. But when Hao-ting catches a glimpse of the good in him, the clouds of melodrama thicken and A-Cheng is forced to come to terms with the real nature of his work. TW MOVIE NR Roy Chiu"
ts311887,New World,SHOW,"In this reality show, six celebs strategize and sabotage to earn virtual currency they can cash in on the final day of their stay on a utopian island.",2021,NR,68,reality,KR,1.0,6.53,24675.55,3.56,7.0,Jo Bo-ah,"reality In this reality show, six celebs strategize and sabotage to earn virtual currency they can cash in on the final day of their stay on a utopian island. KR SHOW NR Jo Bo-ah"
tm1109843,Meenakshi Sundareshwar,MOVIE,"Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups — and hilarity — that arise from their long-distance marriage.",2021,NR,141,comedy romance,IN,0.0,7.4,17141.0,2.824,5.2,Sanya Malhotra,"comedy romance Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups — and hilarity — that arise from their long-distance marriage. IN MOVIE NR Sanya Malhotra"
tm904862,Just Say Yes,MOVIE,Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.,2021,NR,97,romance comedy,NL,0.0,4.5,1910.0,55.544,6.6,Yolanthe Cabau,romance comedy Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged. NL MOVIE NR Yolanthe Cabau
tm1025318,Ajeeb Daastaans,MOVIE,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,2021,NR,142,drama romance,IN,0.0,6.7,5620.0,8.167,6.8,Konkona Sen Sharma,drama romance Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships. IN MOVIE NR Konkona Sen Sharma
ts288832,I Heart Arlo,SHOW,Arlo and his newfound crew set up shop in an abandoned seaside neighborhood and help bring it back to life.,2021,TV-Y7,15,comedy family animation,US,1.0,7.0,204.0,5.429,8.2,Michael J. Woodard,comedy family animation Arlo and his newfound crew set up shop in an abandoned seaside neighborhood and help bring it back to life. US SHOW TV-Y7 Michael J. Woodard
tm954297,The Secret Diary Of An Exchange Student,MOVIE,Two best friends embark on a life-changing adventure abroad as exchange students.,2021,NR,96,romance comedy,BR,0.0,5.3,868.0,8.685,6.6,Larissa Manoela,romance comedy Two best friends embark on a life-changing adventure abroad as exchange students. BR MOVIE NR Larissa Manoela
ts272092,Canine Intervention,SHOW,"Canine Intervention follows renowned Oakland dog trainer, Jas Leverette, as he runs one of the top dog training facilities in California. Cali K9 works with all breeds and are confident in being able to correct any type of behavior issue.",2021,TV-14,35,documentation reality,US,1.0,6.5,886.0,1.4,7.1,Jasalah Leverette,"documentation reality Canine Intervention follows renowned Oakland dog trainer, Jas Leverette, as he runs one of the top dog training facilities in California. Cali K9 works with all breeds and are confident in being able to correct any type of behavior issue. US SHOW TV-14 Jasalah Leverette"
tm1124066,Carlos Ballarta: False Prophet,MOVIE,Mexican comic Carlos Ballarta is back and this time he's using his sharp black humor to challenge cultural and religious views from Latin America.,2021,NR,63,comedy,MX,0.0,6.5,116.0,3.006,8.0,Carlos Ballarta,comedy Mexican comic Carlos Ballarta is back and this time he's using his sharp black humor to challenge cultural and religious views from Latin America. MX MOVIE NR Carlos Ballarta
tm1106551,One Night In Paris,MOVIE,An all-star group of French comics make a joyful return to the stage as they perform at iconic clubs like Le Fridge Barbes and the Jamel Comedy Club.,2021,NR,64,comedy,FR,0.0,4.4,74.0,6.246,5.8,Roman Frayssinet,comedy An all-star group of French comics make a joyful return to the stage as they perform at iconic clubs like Le Fridge Barbes and the Jamel Comedy Club. FR MOVIE NR Roman Frayssinet
ts316882,Reasonable Doubt: A Tale Of Two Kidnappings,SHOW,A fender bender that turned into a kidnapping case leads documentalist Roberto Hernández to expose the truth behind Mexico's flawed justice system.,2021,TV-MA,47,crime documentation,MX,1.0,7.6,179.0,8.32,7.0,Roberto Hernández,crime documentation A fender bender that turned into a kidnapping case leads documentalist Roberto Hernández to expose the truth behind Mexico's flawed justice system. MX SHOW TV-MA Roberto Hernández
tm1095880,You Vs. Wild: Out Cold,MOVIE,"Follows Bear Grylls after a plane crash in the ice ravaged mountains, where he finds himself with amnesia and tries to save himself and the pilot from the harsh winter elements.",2021,NR,25,action,US,0.0,5.3,102.0,5.629,5.6,Bear Grylls,"action Follows Bear Grylls after a plane crash in the ice ravaged mountains, where he finds himself with amnesia and tries to save himself and the pilot from the harsh winter elements. US MOVIE NR Bear Grylls"
ts285106,Under Suspicion: Uncovering The Wesphael Case,SHOW,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013.",2021,TV-14,36,crime documentation,[],1.0,6.3,727.0,1.4,7.8,Bernard Wesphael,"crime documentation This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013. [] SHOW TV-14 Bernard Wesphael"
ts305732,Metal Shop Masters,SHOW,"A group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",2021,TV-MA,0,reality,US,1.0,5.6,546.0,2.564,6.3,Jo Koy,"reality A group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize. US SHOW TV-MA Jo Koy"
tm1044137,Headspace Unwind You Mind,MOVIE,"Do you want to relax, meditate or sleep deeply? Personalize the experience according to you mood or mindset with this Headspace interactive special",2021,G,15,animation documentation,US,0.0,7.2,132.0,10.43,6.7,Andy Puddicombe,"animation documentation Do you want to relax, meditate or sleep deeply? Personalize the experience according to you mood or mindset with this Headspace interactive special US MOVIE G Andy Puddicombe"
ts301964,Revelations: The Masters Of The Universe: Revelation Aftershow,SHOW,"Take a behind-the-scenes look at ""Masters of the Universe: Revelation"" as showrunner Kevin Smith and others interview the cast about their iconic roles.",2021,TV-PG,25,action,US,1.0,6.53,24675.55,1.586,2.0,Kevin Smith,"action Take a behind-the-scenes look at ""Masters of the Universe: Revelation"" as showrunner Kevin Smith and others interview the cast about their iconic roles. US SHOW TV-PG Kevin Smith"
tm1031499,Get The Grift,MOVIE,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2021,NR,94,crime comedy,BR,0.0,5.3,722.0,14.247,6.6,Samantha Schmütz,"crime comedy After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together. BR MOVIE NR Samantha Schmütz"
